1.000000,0.165000,1.265632,-0.039322,0.292428,0.958885,0.660764,-0.005917,-0.005424,0.750551
1.000000,0.165000,1.408617,-0.039322,0.292444,0.959073,0.660613,-0.006006,-0.005540,0.750682
1.000000,0.165000,1.443063,-0.039433,0.292759,0.959879,0.660711,-0.005906,-0.005372,0.750598
1.000000,0.165000,1.443063,-0.039433,0.292759,0.959879,0.660711,-0.005906,-0.005372,0.750598
1.000000,0.165000,1.482108,-0.039333,0.292364,0.958811,0.660706,-0.006128,-0.005525,0.750599
1.000000,0.165000,1.551359,-0.039414,0.292381,0.959072,0.660737,-0.006263,-0.005570,0.750570
1.000000,0.165000,1.551359,-0.039414,0.292381,0.959072,0.660737,-0.006263,-0.005570,0.750570
1.000000,0.165000,1.590453,-0.039321,0.292477,0.958854,0.660713,-0.006261,-0.005024,0.750595
1.000000,0.165000,1.590453,-0.039321,0.292477,0.958854,0.660713,-0.006261,-0.005024,0.750595
1.000000,0.165000,1.625066,-0.039457,0.292802,0.960118,0.660787,-0.005801,-0.005330,0.750532
1.000000,0.165000,1.659786,-0.039343,0.292391,0.959220,0.660767,-0.006146,-0.005364,0.750547
1.000000,0.165000,1.659786,-0.039343,0.292391,0.959220,0.660767,-0.006146,-0.005364,0.750547
1.000000,0.165000,1.698848,-0.039445,0.292608,0.960079,0.660731,-0.005746,-0.006257,0.750574
1.000000,0.165000,1.733377,-0.039381,0.292655,0.959666,0.660759,-0.005856,-0.005370,0.750556
1.000000,0.165000,1.768052,-0.039380,0.292701,0.959631,0.660488,-0.006157,-0.005154,0.750793
1.000000,0.165000,1.768052,-0.039380,0.292701,0.959631,0.660488,-0.006157,-0.005154,0.750793
1.000000,0.165000,1.807175,-0.039362,0.292254,0.958628,0.660631,-0.006426,-0.005622,0.750662
1.000000,0.165000,1.807175,-0.039362,0.292254,0.958628,0.660631,-0.006426,-0.005622,0.750662
1.000000,0.165000,1.841673,-0.039448,0.292435,0.959527,0.660711,-0.006192,-0.005654,0.750594
1.000000,0.165000,1.876424,-0.039463,0.292539,0.959513,0.660687,-0.006002,-0.006119,0.750612
1.000000,0.165000,1.915399,-0.039366,0.292518,0.958982,0.660548,-0.006218,-0.005239,0.750740
1.000000,0.165000,1.915399,-0.039366,0.292518,0.958982,0.660548,-0.006218,-0.005239,0.750740
1.000000,0.165000,1.950032,-0.039325,0.292468,0.958918,0.660713,-0.006145,-0.005165,0.750596
1.000000,0.165000,1.984834,-0.039481,0.292456,0.959680,0.660798,-0.006057,-0.006096,0.750514
1.000000,0.165000,1.984834,-0.039481,0.292456,0.959680,0.660798,-0.006057,-0.006096,0.750514
1.000000,0.165000,2.023764,-0.039445,0.292578,0.959936,0.660773,-0.006017,-0.005596,0.750541
1.000000,0.165000,2.058546,-0.039413,0.292740,0.959915,0.660749,-0.005806,-0.005887,0.750562
1.000000,0.165000,2.093096,-0.039425,0.292832,0.960068,0.660696,-0.005886,-0.005756,0.750609
1.000000,0.165000,2.093096,-0.039425,0.292832,0.960068,0.660696,-0.005886,-0.005756,0.750609
