1.000000,0.165000,1.408344,-0.037000,0.251707,0.682829,0.660813,-0.007496,-0.004412,0.750501
1.000000,0.165000,1.555719,-0.037035,0.251818,0.683201,0.661043,-0.007540,-0.004574,0.750296
1.000000,0.165000,1.590354,-0.037017,0.251694,0.682826,0.660964,-0.007826,-0.004635,0.750363
1.000000,0.165000,1.590354,-0.037017,0.251694,0.682826,0.660964,-0.007826,-0.004635,0.750363
1.000000,0.165000,1.625167,-0.036980,0.251883,0.682930,0.660849,-0.007409,-0.004741,0.750467
1.000000,0.165000,1.664186,-0.036996,0.251960,0.682871,0.660932,-0.007414,-0.004619,0.750395
1.000000,0.165000,1.698749,-0.036992,0.251810,0.682768,0.660882,-0.007547,-0.004969,0.750435
1.000000,0.165000,1.733339,-0.037053,0.251777,0.683180,0.661147,-0.007495,-0.004908,0.750203
1.000000,0.165000,1.733339,-0.037053,0.251777,0.683180,0.661147,-0.007495,-0.004908,0.750203
1.000000,0.165000,1.772341,-0.036993,0.251757,0.682857,0.660990,-0.007658,-0.004761,0.750341
1.000000,0.165000,1.807057,-0.036986,0.251944,0.682901,0.660980,-0.007448,-0.004730,0.750352
1.000000,0.165000,1.807057,-0.036986,0.251944,0.682901,0.660980,-0.007448,-0.004730,0.750352
1.000000,0.165000,1.841675,-0.036998,0.252006,0.683119,0.660932,-0.007465,-0.004668,0.750394
1.000000,0.165000,1.880794,-0.037018,0.251796,0.683107,0.661101,-0.007766,-0.004658,0.750242
1.000000,0.165000,1.880794,-0.037018,0.251796,0.683107,0.661101,-0.007766,-0.004658,0.750242
1.000000,0.165000,1.915287,-0.036988,0.251723,0.682946,0.661014,-0.007285,-0.004847,0.750323
1.000000,0.165000,1.950021,-0.036986,0.251934,0.683026,0.660863,-0.007542,-0.004579,0.750455
1.000000,0.165000,1.950021,-0.036986,0.251934,0.683026,0.660863,-0.007542,-0.004579,0.750455
1.000000,0.165000,1.988974,-0.037000,0.251903,0.682720,0.660956,-0.007564,-0.004797,0.750371
1.000000,0.165000,2.023726,-0.037011,0.251851,0.682950,0.660883,-0.007368,-0.004823,0.750437
1.000000,0.165000,2.058367,-0.036988,0.251770,0.683021,0.660950,-0.007179,-0.004752,0.750380
1.000000,0.165000,2.058367,-0.036988,0.251770,0.683021,0.660950,-0.007179,-0.004752,0.750380
1.000000,0.165000,2.097268,-0.037027,0.251921,0.683296,0.661073,-0.007390,-0.004906,0.750269
1.000000,0.165000,2.097268,-0.037027,0.251921,0.683296,0.661073,-0.007390,-0.004906,0.750269
1.000000,0.165000,2.131984,-0.036999,0.251852,0.682643,0.660886,-0.007407,-0.004928,0.750433
1.000000,0.165000,2.166717,-0.036974,0.251938,0.683001,0.660855,-0.007541,-0.004481,0.750462
1.000000,0.165000,2.205695,-0.037033,0.251826,0.683141,0.661028,-0.007594,-0.004560,0.750309
1.000000,0.165000,2.205695,-0.037033,0.251826,0.683141,0.661028,-0.007594,-0.004560,0.750309
1.000000,0.165000,2.240335,-0.036998,0.251764,0.683046,0.661056,-0.007689,-0.004468,0.750283
1.000000,0.165000,2.275003,-0.036986,0.251938,0.683064,0.660873,-0.007464,-0.004666,0.750446
1.000000,0.165000,2.313969,-0.037006,0.251894,0.682740,0.660948,-0.007568,-0.004781,0.750378
1.000000,0.165000,2.313969,-0.037006,0.251894,0.682740,0.660948,-0.007568,-0.004781,0.750378
1.000000,0.165000,2.348678,-0.036993,0.251840,0.682885,0.660922,-0.007538,-0.004480,0.750403
1.000000,0.165000,2.383310,-0.037036,0.251801,0.683064,0.660800,-0.007680,-0.004559,0.750509
1.000000,0.165000,2.383310,-0.037036,0.251801,0.683064,0.660800,-0.007680,-0.004559,0.750509
1.000000,0.165000,2.422395,-0.037022,0.251861,0.683032,0.660983,-0.007608,-0.004623,0.750348
1.000000,0.165000,2.456997,-0.036985,0.251925,0.682862,0.660951,-0.007414,-0.004769,0.750378
1.000000,0.165000,2.456997,-0.036985,0.251925,0.682862,0.660951,-0.007414,-0.004769,0.750378
1.000000,0.165000,2.491715,-0.037010,0.251915,0.682940,0.660808,-0.007515,-0.004569,0.750503
1.000000,0.165000,2.530680,-0.036996,0.251793,0.683055,0.661008,-0.007384,-0.004309,0.750330
1.000000,0.165000,2.530680,-0.036996,0.251793,0.683055,0.661008,-0.007384,-0.004309,0.750330
1.000000,0.165000,2.565359,-0.037018,0.251817,0.683137,0.661040,-0.007340,-0.004798,0.750300
1.000000,0.165000,2.600028,-0.036990,0.251947,0.683007,0.660980,-0.007402,-0.004778,0.750351
