Time_stamp,fault_status_word_1,fault_status_word_2,fault_status_word_3,fault_status_word_4,mcu_0_fault_status,mcu_1_fault_status,mcu_2_fault_status,mcu_3_fault_status,operational_time,operational_state,dynamic_response,min_propulsion_batt_soc,aux_batt_soc,inertial_x_acc_g,inertial_y_acc_g,inertial_x_rate_rps,inertial_y_rate_rps,inertial_z_rate_rps,pse_pitch_deg,pse_pitch_rate_dps,pse_roll_deg,pse_roll_rate_dps,pse_yaw_rate_dps,pse_data_is_valid,yaw_rate_limit_rps,vel_limit_mps,linear_accel_mps2,linear_vel_mps,differential_wheel_vel_rps,right_front_vel_mps,left_front_vel_mps,right_rear_vel_mps,left_rear_vel_mps,right_front_pos_m,left_front_pos_m,right_rear_pos_m,left_rear_pos_m,linear_pos_m,right_front_current_A0pk,left_front_current_A0pk,right_rear_current_A0pk,left_rear_current_A0pk,max_motor_current_A0pk,right_front_current_limit_A0pk,left_front_current_limit_A0pk,right_rear_current_limit_A0pk,left_rear_current_limit_A0pk,min_motor_current_limit_A0pk,front_base_batt_1_soc,front_base_batt_2_soc,rear_base_batt_1_soc,rear_base_batt_2_soc,front_base_batt_1_temp_degC,front_base_batt_2_temp_degC,rear_base_batt_1_temp_degC,rear_base_batt_2_temp_degC,vel_target_mps,yaw_rate_target_rps,angle_target_deg,aux_batt_voltage_V,aux_batt_current_A,aux_batt_temp_degC,abb_system_status,aux_batt_status,aux_batt_faults,7p2V_battery_voltage,ccu_sp_sw_build_id,ccu_uip_sw_build_id,mcu_0_inst_power_W,mcu_1_inst_power_W,mcu_2_inst_power_W,mcu_3_inst_power_W,mcu_0_total_energy_Wh,mcu_1_total_energy_Wh,mcu_2_total_energy_Wh,mcu_3_total_energy_Wh,fram_vel_limit_mps,fram_accel_limit_mps2,fram_decel_limit_mps2,fram_dtz_decel_limit_mps2,fram_coastdown_decel_mps2,fram_yaw_rate_limit_rps,fram_yaw_accel_limit_rps2,fram_tire_diameter_m,fram_wheelbase_length_m,fram_wheel_track_width_m,fram_transmission_ratio,fram_config_bitmap,fram_eth_ip_address,fram_eth_port_number,fram_eth_subnet_mask,fram_eth_gateway,user_feedback_bitmap_1,user_feedback_bitmap_2,user_feedback_bitmap_3,user_feedback_bitmap_4,
0.588999986649,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,6983.69,4,0x00000000,72.266,36.863,-0.001,0.012,-0.01,-0.026,0.0,0.602,0.19,0.081,0.908,-0.481,0x00000003,0.46,0.451,0.008,0.0,0.003,-0.0,0.001,0.0,0.0,0.001,-0.001,0.0,0.0,-0.0,0.242,0.013,0.0,0.0,0.242,34.991,34.991,0.0,0.0,0.0,72.266,76.953,0.0,0.0,25.875,26.375,0.0,0.0,0.0,0.0,90.0,74.453,0.156,28.438,0x00000000,0x00000000,0x00000000,0.0,1240,1278,6.321,13.56,0.0,0.0,7.688,25.154,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
0.642999887466,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,6983.75,4,0x00000000,72.266,36.863,-0.001,0.011,-0.018,-0.039,0.03,0.615,0.538,0.057,-0.078,-0.475,0x00000003,0.52,0.51,-0.003,0.0,0.002,-0.001,0.001,0.0,0.0,0.001,-0.001,0.0,0.0,-0.0,0.153,-0.089,0.0,0.0,0.153,34.991,34.991,0.0,0.0,0.0,72.266,76.953,0.0,0.0,25.875,26.375,0.0,0.0,0.0,0.0,90.0,74.453,0.156,28.438,0x00000000,0x00000000,0x00000000,0.0,1240,1278,6.81,16.776,0.0,0.0,7.688,25.154,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
0.692999839783,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,6983.8,4,0x00000000,72.266,36.863,-0.001,0.01,-0.024,-0.026,0.018,0.626,0.24,0.061,0.144,0.917,0x00000003,0.57,0.559,-0.003,0.0,0.002,-0.0,0.0,0.0,0.0,0.001,-0.001,0.0,0.0,-0.0,0.229,0.013,0.0,0.0,0.229,34.991,34.991,0.0,0.0,0.0,72.266,76.953,0.0,0.0,25.875,26.375,0.0,0.0,0.0,0.0,90.0,74.453,0.156,28.438,0x00000000,0x00000000,0x00000000,0.0,1240,1278,8.55,17.703,0.0,0.0,7.688,25.154,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
0.743000030518,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,6983.85,4,0x00000000,72.266,36.863,-0.0,0.011,-0.008,-0.017,0.0,0.613,0.242,0.061,-0.326,-0.476,0x00000003,0.62,0.608,-0.003,0.0,0.001,-0.0,0.0,0.0,0.0,0.001,-0.001,0.0,0.0,-0.0,0.165,0.127,0.0,0.0,0.165,34.991,34.991,0.0,0.0,0.0,72.266,76.953,0.0,0.0,25.875,26.375,0.0,0.0,0.0,0.0,90.0,74.453,0.156,28.438,0x00000000,0x00000000,0x00000000,0.0,1240,1278,9.309,17.516,0.0,0.0,7.688,25.154,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
0.885999917984,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,6983.9,4,0x00000000,72.266,36.863,0.0,0.011,-0.019,-0.022,-0.0,0.62,-0.346,0.066,0.167,-0.48,0x00000003,0.67,0.657,-0.01,-0.0,0.002,-0.001,0.0,0.0,0.0,0.001,-0.001,0.0,0.0,-0.0,0.14,0.025,0.0,0.0,0.14,34.991,34.991,0.0,0.0,0.0,72.266,76.953,0.0,0.0,25.875,26.375,0.0,0.0,0.0,0.0,90.0,74.453,0.156,28.438,0x00000000,0x00000000,0x00000000,0.0,1240,1278,5.203,17.735,0.0,0.0,7.688,25.155,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
0.914000034332,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,6984.02,4,0x00000000,72.266,36.863,-0.001,0.01,-0.019,-0.03,-0.006,0.619,-0.106,0.074,0.167,-0.477,0x00000003,0.79,0.775,0.003,0.0,0.003,-0.001,0.001,0.0,0.0,0.001,-0.001,0.0,0.0,-0.0,0.153,0.025,0.0,0.0,0.153,34.991,34.991,0.0,0.0,0.0,72.266,76.953,0.0,0.0,25.875,26.375,0.0,0.0,0.0,0.0,90.0,74.453,0.156,28.438,0x00000000,0x00000000,0x00000000,0.0,1240,1278,8.364,13.729,0.0,0.0,7.689,25.155,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
0.922999858856,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,6984.03,4,0x00000000,72.266,36.863,-0.0,0.011,-0.014,-0.043,0.03,0.616,-0.219,0.072,-0.075,-0.827,0x00000003,0.8,0.785,0.001,0.0,0.002,-0.0,0.001,0.0,0.0,0.001,-0.001,0.0,0.0,-0.0,0.14,0.114,0.0,0.0,0.14,34.991,34.991,0.0,0.0,0.0,72.266,76.953,0.0,0.0,25.875,26.375,0.0,0.0,0.0,0.0,90.0,74.453,0.156,28.438,0x00000000,0x00000000,0x00000000,0.0,1240,1278,6.642,16.1,0.0,0.0,7.689,25.155,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
0.944999933243,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,6984.05,4,0x00000000,72.266,36.863,-0.0,0.01,-0.009,-0.047,0.012,0.615,-0.217,0.062,-0.064,-1.524,0x00000003,0.82,0.804,0.0,0.0,0.002,-0.0,0.001,0.0,0.0,0.001,-0.001,0.0,0.0,-0.0,0.267,-0.089,0.0,0.0,0.267,34.991,34.991,0.0,0.0,0.0,72.266,76.953,0.0,0.0,25.875,26.375,0.0,0.0,0.0,0.0,90.0,74.453,0.156,28.438,0x00000000,0x00000000,0x00000000,0.0,1240,1278,4.07,13.652,0.0,0.0,7.689,25.155,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
0.993000030518,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,6984.1,4,0x00000000,72.266,36.863,-0.0,0.012,-0.007,-0.034,0.0,0.616,0.068,0.052,-0.087,-0.127,0x00000003,0.87,0.853,0.007,0.0,0.002,-0.0,0.001,0.0,0.0,0.001,-0.001,0.0,0.0,-0.0,0.153,0.013,0.0,0.0,0.153,34.991,34.991,0.0,0.0,0.0,72.266,76.953,0.0,0.0,25.875,26.375,0.0,0.0,0.0,0.0,90.0,74.453,0.156,28.438,0x00000000,0x00000000,0x00000000,0.0,1240,1278,8.166,14.201,0.0,0.0,7.689,25.155,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
1.1139998436,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,6984.22,4,0x00000000,72.266,36.863,-0.001,0.011,-0.018,-0.047,0.006,0.601,0.068,0.028,0.406,-0.127,0x00000003,0.99,0.971,0.003,-0.0,0.002,-0.001,0.001,0.0,0.0,0.001,-0.001,0.0,0.0,-0.0,0.14,0.013,0.0,0.0,0.14,34.991,34.991,0.0,0.0,0.0,72.266,76.953,0.0,0.0,25.875,26.375,0.0,0.0,0.0,0.0,90.0,74.453,0.156,28.438,0x00000000,0x00000000,0x00000000,0.0,1240,1278,4.127,12.431,0.0,0.0,7.689,25.156,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
1.125,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,6984.23,4,0x00000000,72.266,36.863,-0.001,0.011,-0.019,-0.017,0.012,0.599,-0.131,0.016,-1.073,-0.124,0x00000003,1.0,0.981,0.008,-0.0,0.002,-0.0,0.001,0.0,0.0,0.001,-0.001,0.0,0.0,-0.0,0.153,-0.089,0.0,0.0,0.153,34.991,34.991,0.0,0.0,0.0,72.266,76.953,0.0,0.0,25.875,26.375,0.0,0.0,0.0,0.0,90.0,74.453,0.156,28.438,0x00000000,0x00000000,0x00000000,0.0,1240,1278,4.381,11.02,0.0,0.0,7.689,25.156,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
1.14400005341,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,6984.25,4,0x00000000,72.266,36.863,-0.0,0.011,-0.009,-0.03,0.0,0.599,0.045,0.023,0.154,0.222,0x00000003,1.0,1.0,0.007,0.0,0.002,-0.0,0.001,0.0,0.0,0.001,-0.001,0.0,0.0,-0.0,0.153,-0.102,0.0,0.0,0.153,34.991,34.991,0.0,0.0,0.0,72.266,76.953,0.0,0.0,25.875,26.375,0.0,0.0,0.0,0.0,90.0,74.453,0.156,28.438,0x00000000,0x00000000,0x00000000,0.0,1240,1278,7.931,14.254,0.0,0.0,7.689,25.156,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
1.25499987602,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,6984.31,4,0x00000000,72.266,36.863,-0.0,0.011,-0.011,-0.047,-0.006,0.619,0.703,0.015,-0.086,-0.12,0x00000003,1.0,1.0,-0.005,-0.0,0.003,-0.002,0.001,0.0,0.0,0.001,-0.001,0.0,0.0,-0.0,0.14,0.0,0.0,0.0,0.14,34.991,34.991,0.0,0.0,0.0,72.266,76.953,0.0,0.0,25.875,26.375,0.0,0.0,0.0,0.0,90.0,74.453,0.156,28.438,0x00000000,0x00000000,0x00000000,0.0,1240,1278,4.841,16.792,0.0,0.0,7.689,25.156,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
1.28399991989,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,6984.39,4,0x00000000,72.266,36.863,-0.001,0.01,-0.007,-0.039,0.018,0.604,-0.371,-0.015,-0.099,0.568,0x00000003,1.0,1.0,0.004,0.0,0.002,-0.0,0.001,0.0,0.0,0.001,-0.001,0.0,0.0,-0.0,0.229,0.013,0.0,0.0,0.229,34.991,34.991,0.0,0.0,0.0,72.266,76.953,0.0,0.0,25.875,26.375,0.0,0.0,0.0,0.0,90.0,74.453,0.156,28.438,0x00000000,0x00000000,0x00000000,0.0,1240,1278,7.736,16.397,0.0,0.0,7.689,25.157,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
1.30599999428,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,6984.41,4,0x00000000,72.266,36.863,-0.001,0.011,-0.02,-0.026,0.006,0.608,-0.128,-0.027,-0.581,-0.126,0x00000003,1.0,1.0,-0.001,0.0,0.001,-0.0,0.0,0.0,0.0,0.001,-0.001,0.0,0.0,-0.0,0.254,0.025,0.0,0.0,0.254,34.991,34.991,0.0,0.0,0.0,72.266,76.953,0.0,0.0,25.875,26.375,0.0,0.0,0.0,0.0,90.0,74.453,0.156,28.438,0x00000000,0x00000000,0x00000000,0.0,1240,1278,4.381,18.125,0.0,0.0,7.689,25.157,0.0,0.0,1.0,0.981,0.981,0.981,0.196,1.0,1.0,0.462,0.584,0.57,24.267,0x00000101,192.168.0.40,8080,255.255.255.0,192.168.0.1,0xFFFFFFFF,0xFFFFFFFF,0xFFFFFFFF,0x00000000,
