1583253901.127056,0.000777,-0.006677,0.001618,0.792094,1.444379,0.203195,-0.000017,-0.001664,0.000750,0.001975,-0.000166,-0.003295
1583253901.452574,0.000369,-0.006962,0.001639,0.792140,1.441470,0.202570,-0.004430,-0.004138,0.001451,0.001995,0.002893,0.002024
1583253901.512676,0.000687,-0.006629,0.001692,0.791945,1.443215,0.203263,0.000528,0.000222,0.001411,0.002916,0.002881,-0.001149
1583253901.552742,0.000760,-0.006610,0.001645,0.789002,1.444043,0.200807,0.000970,-0.000288,0.002259,0.001969,-0.004489,0.001982
1583253901.667936,0.000739,-0.006632,0.001674,0.797812,1.440929,0.202268,0.000699,-0.000663,0.004726,0.002974,0.000766,-0.002173
1583253901.763095,0.000962,-0.006623,0.002170,0.795799,1.439477,0.198712,0.001123,-0.001041,0.007837,-0.000291,0.001866,-0.002205
1583253901.793146,0.000795,-0.006648,0.001772,0.793196,1.441396,0.199820,-0.000763,-0.001443,0.002409,0.001910,-0.001328,-0.001170
1583253901.833217,0.000700,-0.006611,0.001646,0.790939,1.440213,0.205690,0.000041,-0.001010,0.003493,-0.000316,-0.000297,0.004237
1583253901.878293,0.001086,-0.006602,0.001707,0.791618,1.442095,0.202082,0.003498,-0.000964,0.003650,-0.002411,0.001834,0.000989
1583253901.913352,0.000867,-0.006657,0.001519,0.790478,1.439895,0.205085,0.000149,-0.001344,-0.000513,-0.003595,0.000845,0.002064
1583253901.933386,0.000770,-0.006626,0.001505,0.789713,1.440880,0.205224,0.000517,-0.001102,0.001711,0.000749,-0.000294,0.002093
1583253901.968444,0.001514,-0.006560,0.001588,0.789278,1.437784,0.206216,0.007769,-0.000287,0.005490,-0.001330,-0.002326,0.005185
1583253901.993486,0.001737,-0.006570,0.001731,0.790236,1.437173,0.209333,0.008632,-0.000345,0.006290,0.002872,-0.001379,0.000935
1583253902.003503,0.001118,-0.006840,0.001198,0.790521,1.438136,0.209666,-0.000520,-0.003534,0.000106,-0.000366,0.001844,-0.000081
1583253902.003503,0.001118,-0.006840,0.001198,0.790521,1.438136,0.209666,-0.000520,-0.003534,0.000106,-0.000366,0.001844,-0.000081
1583253902.058596,0.000803,-0.006756,0.001332,0.793124,1.436996,0.212103,-0.001216,-0.001356,0.002850,0.003950,-0.000258,-0.002234
1583253902.078630,0.001004,-0.006594,0.001468,0.791043,1.439527,0.212536,-0.000129,0.000717,0.002821,0.002854,-0.001343,-0.001211
1583253902.098664,0.001018,-0.006596,0.001504,0.791663,1.438993,0.212018,0.000109,0.000006,0.002019,-0.001310,-0.004490,-0.001210
1583253902.123706,0.000399,-0.007007,0.001186,0.793543,1.437321,0.211993,-0.005356,-0.004251,0.002626,-0.004594,-0.000329,-0.001168
1583253902.148747,0.000613,-0.006739,0.001739,0.794746,1.439012,0.210866,-0.001568,-0.000863,0.007424,0.001815,0.001869,0.003084
1583253902.173790,0.000985,-0.006620,0.001707,0.796432,1.439523,0.212559,0.000986,0.000232,0.006494,-0.002392,-0.002374,0.001013
1583253902.203840,0.000808,-0.006619,0.001672,0.798487,1.440665,0.210173,-0.001562,0.000305,0.005723,0.001924,0.001911,-0.000160
1583253902.218865,0.000796,-0.006622,0.001771,0.799223,1.439444,0.211621,-0.001045,-0.000154,0.006857,0.000746,-0.003391,0.003080
1583253902.258933,0.000676,-0.006671,0.002089,0.799988,1.434905,0.210337,-0.001039,-0.001063,0.006279,-0.000340,0.001747,0.001008
1583253902.283975,0.000676,-0.006656,0.002206,0.798197,1.439107,0.207229,-0.002380,-0.000691,0.007255,-0.003537,0.001755,-0.002257
1583253902.314025,0.000647,-0.006645,0.001946,0.798323,1.437014,0.208362,-0.001208,-0.000667,0.005528,-0.000331,-0.001367,-0.003332
1583253902.344094,0.001374,-0.006536,0.001850,0.796981,1.439350,0.207746,0.003303,0.000066,0.004453,0.001775,0.002886,-0.004281
1583253902.364127,0.000992,-0.006618,0.001925,0.798674,1.434577,0.205455,-0.000762,-0.000654,0.003731,-0.001395,-0.001422,0.000870
1583253902.389169,0.000967,-0.006648,0.002042,0.798444,1.433093,0.208390,-0.000341,-0.001285,0.004739,-0.001419,-0.000385,0.003149
1583253902.419220,0.000666,-0.006684,0.001710,0.795206,1.434278,0.208356,-0.003437,-0.001818,0.002471,0.000664,-0.001425,-0.005459
1583253902.444262,0.000657,-0.006695,0.001474,0.796211,1.436521,0.204238,-0.002400,-0.001410,0.000939,-0.001396,-0.001354,-0.003378
1583253902.469304,0.000666,-0.006657,0.001714,0.796675,1.437649,0.204727,-0.001985,-0.000754,0.002108,-0.002421,-0.001408,0.000915
1583253902.499355,0.001387,-0.006569,0.001639,0.794292,1.438096,0.202627,0.005791,-0.000392,0.002841,-0.002495,-0.002418,-0.000187
1583253902.634582,0.001010,-0.006610,0.001676,0.787017,1.436502,0.205551,-0.001117,-0.001236,0.003080,0.001679,-0.002320,0.000876
1583253902.694683,0.000532,-0.006608,0.001573,0.788181,1.434257,0.208159,-0.003993,-0.000579,0.001995,0.001700,-0.000215,0.005136
1583253902.739759,0.000836,-0.006550,0.001350,0.787012,1.431860,0.212197,-0.003340,-0.000846,0.000285,0.000616,-0.000217,-0.001323
1583253902.744767,0.000819,-0.006554,0.001352,0.787608,1.431585,0.212482,-0.003492,-0.000926,0.000418,0.001733,0.001811,-0.001179
1583253902.794851,0.000508,-0.006570,0.001490,0.787352,1.431307,0.210420,-0.004906,-0.001075,0.003375,-0.004808,-0.000337,-0.001322
1583253902.824845,0.000381,-0.006614,0.001424,0.785350,1.433340,0.210457,-0.006157,-0.000952,0.003705,0.000636,-0.002361,0.003067
1583253902.854895,0.000518,-0.006580,0.001805,0.787655,1.432310,0.213606,-0.003156,-0.000811,0.007219,0.000619,0.000773,-0.005423
1583253902.859904,0.000502,-0.006585,0.001843,0.787918,1.432854,0.211571,-0.003124,-0.000888,0.007741,0.000634,0.000835,-0.001344
1583253902.894963,0.001400,-0.006488,0.002142,0.790688,1.431457,0.208944,0.004021,0.000215,0.008007,-0.000401,-0.001275,-0.002315
1583253902.920005,0.000946,-0.006552,0.001770,0.788224,1.432212,0.205706,0.000905,-0.001021,0.003948,-0.002588,-0.000258,-0.002274
1583253902.935030,0.000679,-0.006564,0.001513,0.786220,1.432113,0.203957,-0.002642,-0.001223,0.002088,0.001678,0.000839,0.000933
1583253902.970089,0.000567,-0.006563,0.001425,0.786524,1.433880,0.204521,-0.002627,-0.000975,0.001312,0.003785,-0.002445,0.002029
1583253903.000139,0.000585,-0.006579,0.001444,0.785114,1.435510,0.204185,-0.000827,-0.001540,0.002907,0.003719,0.000846,-0.001201
1583253903.030190,0.000618,-0.006568,0.001387,0.784643,1.435848,0.205912,-0.000226,-0.001147,0.001527,-0.001608,-0.002362,-0.000124
1583253903.070257,0.000623,-0.006544,0.001343,0.780712,1.434677,0.210411,-0.001772,-0.000363,0.000579,-0.002705,-0.001283,-0.001070
1583253903.105316,0.000421,-0.006843,0.001105,0.781961,1.433827,0.208959,-0.000775,-0.003567,0.002507,0.001535,0.000837,-0.003187
1583253903.125350,0.000377,-0.006919,0.001136,0.781683,1.434537,0.206739,-0.002501,-0.003876,0.001647,0.000516,0.000844,-0.001096
1583253903.160409,0.001499,-0.006517,0.001329,0.779424,1.435845,0.208889,0.006506,0.000401,0.002311,0.001649,-0.000192,0.002041
1583253903.180442,0.001390,-0.006464,0.001460,0.782329,1.433858,0.206486,0.004922,0.000633,0.004898,0.004878,-0.001304,-0.002272
1583253903.225518,0.001393,-0.006469,0.001554,0.780866,1.434082,0.207961,0.003996,-0.000408,0.005259,0.001655,-0.000194,-0.000020
1583253903.245552,0.000915,-0.006557,0.001510,0.782083,1.433890,0.212686,-0.000750,-0.001353,0.005531,0.000626,-0.004340,0.000050
1583253903.265585,0.000649,-0.006583,0.001489,0.782631,1.435593,0.212238,-0.003457,-0.001591,0.003407,-0.001446,-0.001154,0.002031
1583253903.295636,0.000547,-0.006642,0.001653,0.783849,1.435577,0.216070,-0.002735,-0.002053,0.004650,-0.001408,0.001992,-0.003187
1583253903.310661,0.000900,-0.006524,0.001544,0.779709,1.435762,0.213447,-0.000601,-0.000817,0.002978,-0.000517,-0.001232,-0.007551
1583253903.335699,0.000700,-0.006562,0.001469,0.777842,1.433885,0.213442,-0.002381,-0.001278,0.003513,-0.001572,-0.001223,-0.002190
1583253903.360741,0.000663,-0.006598,0.001577,0.778874,1.434074,0.212985,-0.001149,-0.001379,0.005075,-0.001555,-0.003289,0.003175
