1582041671.454775,-0.373665,0.184959,0.000574,1.221130,0.380654,3.288988,0.004016,-0.001533,-0.000145,-0.000490,0.001709,-0.000210
1582041671.665132,-0.374092,0.184703,0.001047,1.225096,0.377155,3.290247,0.000420,-0.003443,0.002788,0.000597,-0.001490,-0.004456
1582041671.740230,-0.373738,0.184902,0.000758,1.225794,0.378190,3.293748,0.002996,-0.001642,0.001745,-0.000359,-0.001414,0.002965
1582041671.805340,-0.373770,0.184820,0.000495,1.224044,0.375850,3.294049,0.001713,-0.001813,-0.000474,0.001728,0.000616,-0.002270
1582041671.930552,-0.374109,0.184566,0.000985,1.224926,0.373892,3.292077,0.000037,-0.003319,0.003790,0.000755,-0.001535,-0.004445
1582041671.990654,-0.373876,0.184948,0.000932,1.227148,0.373383,3.288525,0.001825,-0.000890,0.003539,0.003831,-0.002490,-0.000266
1582041672.030722,-0.374229,0.184685,0.000937,1.227241,0.375511,3.289077,-0.001001,-0.002143,0.001579,0.000775,0.000644,-0.004448
1582041672.065781,-0.374375,0.184579,0.000976,1.227299,0.376712,3.291943,0.000809,-0.002811,0.000525,-0.002445,-0.003607,0.000870
1582041672.105849,-0.374560,0.184622,0.001198,1.224797,0.377728,3.289676,-0.000623,-0.002179,0.002667,0.003880,0.000633,-0.003335
1582041672.145917,-0.373961,0.185002,0.000643,1.224765,0.377950,3.288309,0.004472,0.000227,-0.001558,-0.001432,-0.000381,-0.003458
1582041672.185985,-0.373829,0.184969,0.000482,1.226313,0.377313,3.289814,0.002885,-0.000465,-0.000684,0.000650,0.000615,0.000829
1582041672.196002,-0.373811,0.184964,0.000476,1.227625,0.377940,3.288308,0.001744,-0.000667,-0.000577,0.001738,-0.001472,-0.002402
1582041672.271174,-0.373715,0.185203,0.000841,1.226986,0.376589,3.290093,0.003940,0.000008,0.001904,0.000773,-0.003551,0.000839
1582041672.301225,-0.373716,0.185157,0.000898,1.226874,0.375692,3.289732,0.002365,-0.000484,0.001818,0.000692,0.004920,-0.001268
1582041672.326267,-0.373751,0.185056,0.000903,1.226652,0.376340,3.290035,0.002430,-0.001359,0.002248,0.000678,0.003762,-0.001199
1582041672.351310,-0.373780,0.185097,0.000903,1.227858,0.377760,3.289705,0.001959,-0.001439,0.001886,0.002826,-0.001437,0.005098
1582041672.371344,-0.373725,0.185068,0.000953,1.227100,0.376358,3.290343,0.001803,-0.001829,0.002689,-0.005684,-0.002469,0.001847
1582041672.396386,-0.373729,0.184965,0.000911,1.227490,0.373769,3.292280,0.003384,-0.002252,0.002145,0.000661,0.001697,0.001952
1582041672.416420,-0.373835,0.184988,0.000946,1.227413,0.372951,3.295810,0.001734,-0.002441,0.002782,-0.000339,-0.000475,0.004040
1582041672.436454,-0.373779,0.184954,0.001009,1.227632,0.371248,3.296435,0.002651,-0.002094,0.003445,0.002824,-0.001519,-0.003380
1582041672.456488,-0.373827,0.184836,0.000848,1.229877,0.372666,3.296223,0.001500,-0.002897,0.000186,-0.002456,-0.001463,0.000876
1582041672.481531,-0.373853,0.184766,0.000882,1.229488,0.371206,3.292883,0.001564,-0.003545,0.001933,0.001774,0.004767,-0.003426
1582041672.501565,-0.373799,0.184691,0.000922,1.228172,0.371085,3.293003,0.003072,-0.003954,0.002894,-0.000421,0.003722,-0.002263
1582041672.526607,-0.373898,0.184768,0.000892,1.227878,0.372201,3.293921,0.000939,-0.003606,-0.000371,0.002742,0.002807,-0.001362
