0.085023,0.121820
0.085025,0.121836
0.085024,0.121847
0.085023,0.121826
0.085022,0.121832
0.085027,0.121840
0.085015,0.121850
0.085015,0.121850
0.085018,0.121831
0.085018,0.121831
0.085021,0.121850
0.085021,0.121850
0.085021,0.121858
0.085021,0.121858
0.085021,0.121858
0.085021,0.121858
0.085021,0.121858
0.085021,0.121867
0.085021,0.121867
0.085023,0.121844
0.085023,0.121844
0.085025,0.121847
0.085025,0.121847
0.085020,0.121854
0.085023,0.121847
0.085023,0.121847
0.085023,0.121847
0.085024,0.121862
0.085024,0.121862
0.085026,0.121842
0.085016,0.121833
0.085014,0.121827
0.085014,0.121827
0.085024,0.121821
0.085024,0.121821
0.085017,0.121798
0.085017,0.121798
0.085017,0.121798
0.085017,0.121798
0.085025,0.121809
0.085024,0.121821
0.085024,0.121821
0.085023,0.121829
0.085023,0.121829
0.085013,0.121831
0.085013,0.121831
0.085013,0.121831
0.085022,0.121829
0.085022,0.121829
0.085011,0.121838
0.085011,0.121838
0.085024,0.121852
0.085024,0.121852
0.085024,0.121852
0.085019,0.121875
0.085019,0.121875
0.085016,0.121854
0.085016,0.121854
0.085023,0.121831
0.085023,0.121831
0.085017,0.121861
0.085016,0.121863
0.085016,0.121863
0.085025,0.121878
0.085017,0.121863
0.085021,0.121854
0.085020,0.121877
0.085020,0.121877
0.085020,0.121855
0.085020,0.121848
0.085020,0.121848
0.085025,0.121833
0.085025,0.121833
0.085015,0.121833
0.085015,0.121833
0.085021,0.121861
0.085021,0.121861
0.085021,0.121861
0.085021,0.121856
0.085021,0.121856
0.085021,0.121856
0.085025,0.121850
0.085025,0.121850
0.085023,0.121857
0.085023,0.121857
0.085022,0.121877
0.085022,0.121877
0.085015,0.121862
0.085014,0.121855
0.085014,0.121855
0.085023,0.121844
0.085023,0.121844
0.085023,0.121832
0.085023,0.121837
0.085023,0.121837
0.085019,0.121832
0.085019,0.121832
0.085021,0.121838
0.085021,0.121838
0.085021,0.121838
0.085021,0.121838
0.085023,0.121828
0.085018,0.121851
0.085020,0.121846
0.085021,0.121847
0.085023,0.121832
0.085025,0.121812
0.085025,0.121812
0.085022,0.121839
0.085014,0.121837
0.085012,0.121849
0.085019,0.121809
0.085016,0.121856
0.085026,0.121820
0.085018,0.121865
0.085018,0.121865
0.085021,0.121841
0.085021,0.121841
0.085024,0.121854
0.085024,0.121854
0.085017,0.121862
0.085017,0.121862
0.085017,0.121859
0.085017,0.121859
0.085016,0.121833
0.085016,0.121833
0.085028,0.121844
0.085028,0.121844
0.085016,0.121863
0.085016,0.121863
0.085017,0.121873
0.085016,0.121873
0.085014,0.121878
0.085014,0.121878
0.085022,0.121846
0.085022,0.121846
0.085022,0.121846
0.085013,0.121873
0.085013,0.121873
0.085019,0.121855
0.085019,0.121855
0.085025,0.121833
0.085025,0.121833
0.085019,0.121809
0.085019,0.121809
0.085015,0.121801
0.085015,0.121801
0.085026,0.121807
0.085026,0.121807
0.085026,0.121807
0.085020,0.121790
0.085020,0.121790
0.085020,0.121790
0.085019,0.121826
0.085021,0.121809
0.085018,0.121847
0.085018,0.121843
0.085018,0.121843
0.085011,0.121832
0.085019,0.121802
0.085024,0.121803
0.085024,0.121803
0.085018,0.121826
0.085018,0.121826
0.085019,0.121798
0.085017,0.121798
0.085018,0.121794
0.085018,0.121794
0.085017,0.121822
0.085019,0.121852
0.085022,0.121819
0.085014,0.121856
0.085013,0.121845
0.085019,0.121813
0.085019,0.121813
0.085021,0.121811
0.085017,0.121821
0.085017,0.121821
0.085017,0.121821
0.085020,0.121814
0.085020,0.121814
0.085020,0.121799
0.085020,0.121799
0.085024,0.121766
0.085024,0.121766
0.085016,0.121799
0.085016,0.121799
0.085020,0.121802
0.085019,0.121810
0.085019,0.121810
0.085021,0.121821
0.085021,0.121821
0.085018,0.121811
0.085018,0.121811
0.085019,0.121811
0.085019,0.121811
0.085025,0.121792
0.085025,0.121792
0.085025,0.121792
0.085016,0.121837
0.085016,0.121847
0.085016,0.121847
0.085018,0.121831
0.085018,0.121831
0.085017,0.121836
0.085017,0.121836
0.085021,0.121845
0.085021,0.121845
0.085021,0.121845
0.085022,0.121835
0.085022,0.121835
0.085017,0.121832
0.085017,0.121832
0.085015,0.121852
0.085015,0.121852
0.085017,0.121874
0.085017,0.121874
0.085015,0.121860
0.085015,0.121860
0.085016,0.121848
0.085016,0.121848
0.085019,0.121851
0.085019,0.121836
0.085019,0.121836
0.085019,0.121836
0.085021,0.121853
0.085021,0.121853
0.085021,0.121853
0.085021,0.121853
0.085018,0.121847
0.085019,0.121844
0.085020,0.121828
0.085017,0.121812
0.085017,0.121826
0.085014,0.121831
0.085014,0.121831
0.085020,0.121837
0.085021,0.121844
0.085017,0.121866
0.085017,0.121873
0.085018,0.121869
0.085019,0.121883
0.085019,0.121883
0.085014,0.121864
0.085014,0.121864
0.085014,0.121857
0.085014,0.121857
0.085014,0.121857
0.085017,0.121875
0.085017,0.121875
0.085021,0.121836
0.085022,0.121821
0.085022,0.121821
0.085023,0.121812
0.085018,0.121815
0.085018,0.121815
0.085019,0.121838
0.085019,0.121838
0.085020,0.121820
0.085020,0.121820
0.085021,0.121819
0.085021,0.121819
0.085021,0.121810
0.085017,0.121848
0.085017,0.121848
0.085019,0.121853
0.085019,0.121853
0.085025,0.121838
0.085025,0.121838
0.085025,0.121838
0.085023,0.121819
0.085023,0.121819
0.085023,0.121819
0.085020,0.121826
0.085020,0.121826
0.085015,0.121844
0.085015,0.121844
0.085016,0.121848
0.085016,0.121848
0.085017,0.121849
0.085017,0.121839
0.085017,0.121839
0.085014,0.121836
0.085014,0.121836
0.085019,0.121832
0.085019,0.121832
0.085022,0.121818
0.085022,0.121818
0.085018,0.121830
0.085018,0.121827
0.085018,0.121827
0.085018,0.121827
0.085016,0.121814
0.085023,0.121818
0.085023,0.121818
0.085023,0.121818
0.085020,0.121821
0.085020,0.121821
0.085018,0.121828
0.085018,0.121828
0.085018,0.121828
0.085019,0.121843
0.085019,0.121843
0.085016,0.121856
0.085016,0.121856
0.085016,0.121856
0.085015,0.121856
0.085015,0.121866
0.085013,0.121856
0.085022,0.121830
0.085022,0.121830
0.085021,0.121811
0.085021,0.121827
0.085018,0.121844
0.085018,0.121844
0.085015,0.121866
0.085015,0.121866
0.085015,0.121866
0.085021,0.121833
0.085021,0.121833
0.085022,0.121819
0.085022,0.121819
0.085022,0.121819
0.085014,0.121852
0.085014,0.121852
0.085014,0.121852
0.085017,0.121835
0.085017,0.121835
0.085017,0.121835
0.085017,0.121825
0.085017,0.121825
0.085018,0.121830
0.085018,0.121830
0.085018,0.121830
0.085018,0.121826
0.085013,0.121851
0.085016,0.121838
0.085017,0.121852
0.085017,0.121870
0.085017,0.121870
0.085023,0.121855
0.085019,0.121853
0.085019,0.121853
0.085017,0.121843
0.085010,0.121819
0.085010,0.121819
0.085020,0.121824
0.085020,0.121824
0.085019,0.121833
0.085019,0.121833
0.085017,0.121811
0.085014,0.121808
0.085013,0.121798
0.085013,0.121798
0.085019,0.121807
0.085019,0.121807
0.085019,0.121807
0.085016,0.121810
0.085016,0.121810
0.085018,0.121827
0.085018,0.121827
0.085018,0.121827
0.085017,0.121843
0.085017,0.121843
0.085017,0.121843
0.085017,0.121831
0.085022,0.121826
0.085022,0.121823
0.085017,0.121832
0.085017,0.121832
0.085020,0.121829
0.085020,0.121829
0.085022,0.121834
0.085016,0.121851
0.085016,0.121851
0.085016,0.121846
0.085016,0.121846
0.085016,0.121846
0.085016,0.121844
0.085017,0.121843
0.085017,0.121843
0.085020,0.121836
0.085020,0.121842
0.085020,0.121832
0.085020,0.121826
0.085016,0.121826
0.085014,0.121827
0.085014,0.121827
0.085021,0.121807
0.085017,0.121826
0.085019,0.121815
0.085019,0.121828
0.085019,0.121828
0.085024,0.121810
0.085024,0.121810
0.085016,0.121843
0.085015,0.121837
0.085015,0.121837
0.085017,0.121825
0.085017,0.121825
0.085018,0.121842
0.085018,0.121842
0.085021,0.121846
0.085021,0.121842
0.085021,0.121842
0.085019,0.121821
0.085019,0.121821
0.085018,0.121824
0.085018,0.121824
0.085019,0.121813
0.085019,0.121813
0.085019,0.121813
0.085021,0.121806
0.085021,0.121806
0.085022,0.121801
0.085022,0.121801
0.085019,0.121819
0.085019,0.121819
0.085020,0.121812
0.085020,0.121812
0.085019,0.121814
0.085019,0.121814
0.085020,0.121797
0.085020,0.121797
0.085020,0.121797
0.085017,0.121802
0.085017,0.121802
0.085021,0.121790
0.085021,0.121790
0.085021,0.121790
0.085018,0.121817
0.085018,0.121817
0.085017,0.121822
0.085017,0.121822
0.085017,0.121822
0.085017,0.121822
0.085018,0.121827
0.085018,0.121827
0.085018,0.121824
0.085023,0.121814
0.085023,0.121814
0.085015,0.121847
0.085015,0.121847
0.085023,0.121813
0.085023,0.121813
0.085018,0.121807
0.085018,0.121807
0.085009,0.121838
0.085009,0.121838
0.085016,0.121818
0.085016,0.121818
0.085016,0.121818
0.085015,0.121822
0.085015,0.121822
0.085020,0.121818
0.085020,0.121833
0.085020,0.121833
0.085017,0.121823
0.085017,0.121823
0.085016,0.121822
0.085016,0.121822
0.085014,0.121815
0.085014,0.121815
0.085020,0.121833
0.085017,0.121808
0.085017,0.121808
0.085019,0.121808
0.085019,0.121808
0.085016,0.121805
0.085015,0.121803
0.085015,0.121803
0.085014,0.121810
0.085014,0.121810
0.085024,0.121790
0.085024,0.121790
0.085021,0.121802
0.085021,0.121802
0.085021,0.121803
0.085021,0.121803
0.085021,0.121803
0.085018,0.121828
0.085018,0.121828
0.085020,0.121819
0.085020,0.121819
0.085018,0.121813
0.085017,0.121819
0.085017,0.121819
0.085020,0.121842
0.085020,0.121842
0.085020,0.121842
0.085011,0.121811
0.085011,0.121811
0.085016,0.121855
0.085016,0.121855
0.085016,0.121855
0.085019,0.121860
0.085019,0.121860
0.085019,0.121859
0.085018,0.121861
0.085018,0.121861
0.085018,0.121839
0.085018,0.121839
0.085024,0.121808
0.085024,0.121808
0.085017,0.121839
0.085017,0.121839
0.085011,0.121868
0.085011,0.121868
0.085011,0.121868
0.085017,0.121863
0.085017,0.121863
0.085018,0.121847
0.085018,0.121847
0.085018,0.121847
0.085018,0.121847
0.085014,0.121840
0.085014,0.121840
0.085018,0.121853
0.085018,0.121853
0.085018,0.121853
0.085018,0.121853
0.085018,0.121853
0.085018,0.121853
0.085018,0.121878
0.085018,0.121878
0.085015,0.121875
0.085015,0.121875
0.085019,0.121854
0.085019,0.121854
0.085022,0.121853
0.085022,0.121853
0.085019,0.121878
0.085019,0.121878
0.085019,0.121878
0.085019,0.121878
0.085019,0.121878
0.085017,0.121893
0.085017,0.121868
0.085017,0.121868
0.085017,0.121868
0.085019,0.121839
0.085019,0.121839
0.085014,0.121865
0.085014,0.121865
0.085023,0.121877
0.085023,0.121877
0.085023,0.121877
0.085021,0.121832
0.085021,0.121832
0.085022,0.121781
0.085022,0.121781
0.085022,0.121781
0.085024,0.121847
0.085024,0.121872
0.085024,0.121877
0.085024,0.121877
0.085024,0.121877
0.085024,0.121877
0.085024,0.121877
0.085024,0.121877
0.085024,0.121877
0.085013,0.121881
0.085016,0.121868
0.085016,0.121868
0.085016,0.121868
0.085024,0.121871
0.085024,0.121871
0.085015,0.121880
